holder_id,check,detail,severity
H0020519,nino_missing,NINO absent,blocking
H0020524,address_incomplete,missing address_line_1,advisory
H0020528,nino_missing,NINO absent,blocking
H0020531,nino_missing,NINO absent,blocking
H0020542,address_incomplete,missing postcode,advisory
H0020543,address_incomplete,missing postcode,advisory
H0020547,nino_malformed,NINO fails structure: suffix_blank,blocking
H0020547,dob_missing,date_of_birth='',advisory
H0020550,address_incomplete,missing address_line_1,advisory
H0020606,address_incomplete,missing address_line_1,advisory
H0020613,nino_malformed,NINO fails structure: bad_format,blocking
H0020623,nino_missing,NINO absent,blocking
H0020632,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0020633,nino_missing,NINO absent,blocking
H0020645,dob_missing,date_of_birth='',advisory
H0020647,nino_malformed,NINO fails structure: bad_format,blocking
H0020653,address_incomplete,missing address_line_1,advisory
H0020659,address_incomplete,missing address_line_1,advisory
H0020660,nino_missing,NINO absent,blocking
H0020666,address_incomplete,missing postcode,advisory
H0020669,nino_missing,NINO absent,blocking
H0020686,nino_missing,NINO absent,blocking
H0020694,nino_malformed,NINO fails structure: suffix_blank,blocking
H0020694,dob_missing,date_of_birth='',advisory
H0020724,nino_malformed,NINO fails structure: bad_format,blocking
H0020730,nino_missing,NINO absent,blocking
H0020743,nino_malformed,NINO fails structure: suffix_blank,blocking
H0020764,address_incomplete,missing postcode,advisory
H0020779,nino_missing,NINO absent,blocking
H0020781,nino_malformed,NINO fails structure: bad_format,blocking
H0020810,address_incomplete,missing address_line_1,advisory
H0020819,nino_malformed,NINO fails structure: bad_suffix,blocking
H0020821,nino_missing,NINO absent,blocking
H0020821,address_incomplete,missing postcode,advisory
H0020837,dob_missing,date_of_birth='',advisory
H0020849,nino_missing,NINO absent,blocking
H0020852,dob_missing,date_of_birth='',advisory
H0020853,address_incomplete,missing postcode,advisory
H0020863,address_incomplete,missing postcode,advisory
H0020871,nino_missing,NINO absent,blocking
H0020884,address_incomplete,missing postcode,advisory
H0020886,nino_missing,NINO absent,blocking
H0020887,dob_missing,date_of_birth='',advisory
H0020893,nino_missing,NINO absent,blocking
H0020910,nino_missing,NINO absent,blocking
H0020920,nino_missing,NINO absent,blocking
H0020928,nino_missing,NINO absent,blocking
H0020943,dob_missing,date_of_birth='',advisory
H0020944,nino_malformed,NINO fails structure: bad_format,blocking
H0020952,address_incomplete,missing postcode,advisory
H0020963,nino_missing,NINO absent,blocking
H0020964,nino_missing,NINO absent,blocking
H0020971,nino_missing,NINO absent,blocking
H0020985,nino_missing,NINO absent,blocking
H0020999,address_incomplete,missing address_line_1,advisory
H0021013,nino_missing,NINO absent,blocking
H0021017,dob_missing,date_of_birth='',advisory
H0021019,address_incomplete,missing address_line_1,advisory
H0021027,nino_missing,NINO absent,blocking
H0021057,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0021065,nino_missing,NINO absent,blocking
H0021066,nino_missing,NINO absent,blocking
H0021066,address_incomplete,missing address_line_1,advisory
H0021067,nino_missing,NINO absent,blocking
H0021083,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0021084,nino_missing,NINO absent,blocking
H0021084,address_incomplete,missing address_line_1,advisory
H0021102,address_incomplete,missing address_line_1,advisory
H0021104,nino_missing,NINO absent,blocking
H0021143,nino_malformed,NINO fails structure: bad_format,blocking
H0021150,nino_missing,NINO absent,blocking
H0021158,address_incomplete,missing postcode,advisory
H0021161,address_incomplete,missing address_line_1,advisory
H0021163,nino_missing,NINO absent,blocking
H0021164,nino_missing,NINO absent,blocking
H0021166,address_incomplete,missing address_line_1,advisory
H0021167,nino_malformed,NINO fails structure: bad_format,blocking
H0021169,nino_missing,NINO absent,blocking
H0021182,address_incomplete,missing address_line_1,advisory
H0021184,address_incomplete,missing address_line_1,advisory
H0021185,nino_missing,NINO absent,blocking
H0021186,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0021225,dob_missing,date_of_birth='',advisory
H0021242,nino_malformed,NINO fails structure: bad_format,blocking
H0021249,address_incomplete,missing postcode,advisory
H0021256,nino_malformed,NINO fails structure: bad_format,blocking
H0021307,address_incomplete,missing address_line_1,advisory
H0021309,nino_missing,NINO absent,blocking
H0021312,nino_missing,NINO absent,blocking
H0021334,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0021341,nino_missing,NINO absent,blocking
H0021341,dob_missing,date_of_birth='',advisory
H0021345,address_incomplete,missing address_line_1,advisory
H0021351,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0021358,dob_missing,date_of_birth='',advisory
H0021378,nino_missing,NINO absent,blocking
H0021380,address_incomplete,missing address_line_1,advisory
H0021408,nino_missing,NINO absent,blocking
H0021432,nino_missing,NINO absent,blocking
H0021453,address_incomplete,missing postcode,advisory
H0021462,address_incomplete,missing postcode,advisory
H0021465,nino_missing,NINO absent,blocking
H0021479,address_incomplete,missing postcode,advisory
H0021491,address_incomplete,missing address_line_1,advisory
H0021494,nino_malformed,NINO fails structure: bad_format,blocking
H0021510,nino_missing,NINO absent,blocking
H0021517,address_incomplete,missing postcode,advisory
H0021527,address_incomplete,missing postcode,advisory
H0021554,dob_missing,date_of_birth='',advisory
H0021559,nino_missing,NINO absent,blocking
H0021564,nino_missing,NINO absent,blocking
H0021573,address_incomplete,missing address_line_1,advisory
H0021592,address_incomplete,missing address_line_1,advisory
H0021608,nino_missing,NINO absent,blocking
H0021612,address_incomplete,missing postcode,advisory
H0021622,nino_missing,NINO absent,blocking
H0021627,nino_missing,NINO absent,blocking
H0021638,nino_missing,NINO absent,blocking
H0021644,nino_missing,NINO absent,blocking
H0021654,nino_missing,NINO absent,blocking
H0021655,address_incomplete,missing address_line_1,advisory
H0021666,address_incomplete,missing address_line_1,advisory
H0021667,address_incomplete,missing address_line_1,advisory
H0021668,nino_missing,NINO absent,blocking
H0021683,nino_missing,NINO absent,blocking
H0021709,nino_malformed,NINO fails structure: bad_suffix,blocking
H0021711,dob_missing,date_of_birth='',advisory
H0021716,address_incomplete,missing postcode,advisory
H0021719,nino_missing,NINO absent,blocking
H0021741,nino_malformed,NINO fails structure: bad_suffix,blocking
H0021754,nino_malformed,NINO fails structure: suffix_blank,blocking
H0021756,address_incomplete,missing address_line_1,advisory
H0021764,nino_missing,NINO absent,blocking
H0021772,nino_missing,NINO absent,blocking
H0021772,dob_missing,date_of_birth='',advisory
H0021794,nino_malformed,NINO fails structure: suffix_blank,blocking
H0021795,nino_missing,NINO absent,blocking
H0021800,dob_missing,date_of_birth='',advisory
H0021803,nino_malformed,NINO fails structure: bad_suffix,blocking
H0021819,nino_malformed,NINO fails structure: bad_suffix,blocking
H0021830,address_incomplete,missing address_line_1,advisory
H0021833,address_incomplete,missing address_line_1,advisory
H0021842,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0021853,dob_missing,date_of_birth='',advisory
H0021854,nino_missing,NINO absent,blocking
H0021870,nino_missing,NINO absent,blocking
H0021875,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0021894,address_incomplete,missing address_line_1,advisory
H0021896,nino_malformed,NINO fails structure: bad_format,blocking
H0021938,dob_missing,date_of_birth='',advisory
H0021943,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0021993,nino_missing,NINO absent,blocking
H0022007,nino_malformed,NINO fails structure: suffix_blank,blocking
H0022011,address_incomplete,missing address_line_1,advisory
H0022024,dob_missing,date_of_birth='',advisory
H0022036,nino_malformed,NINO fails structure: bad_format,blocking
H0022066,nino_malformed,NINO fails structure: bad_format,blocking
H0022092,nino_missing,NINO absent,blocking
H0022105,address_incomplete,missing address_line_1,advisory
H0022109,nino_malformed,NINO fails structure: bad_suffix,blocking
H0022109,dob_missing,date_of_birth='',advisory
H0022109,address_incomplete,missing postcode,advisory
H0022110,dob_missing,date_of_birth='',advisory
H0022121,address_incomplete,missing address_line_1,advisory
H0022137,nino_missing,NINO absent,blocking
H0022155,address_incomplete,missing postcode,advisory
H0022182,nino_malformed,NINO fails structure: bad_format,blocking
H0022190,address_incomplete,missing postcode,advisory
H0022209,dob_missing,date_of_birth='',advisory
H0022213,nino_missing,NINO absent,blocking
H0022227,nino_malformed,NINO fails structure: bad_format,blocking
H0022237,dob_missing,date_of_birth='',advisory
H0022267,address_incomplete,missing postcode,advisory
H0022272,nino_missing,NINO absent,blocking
H0022278,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0022309,nino_missing,NINO absent,blocking
H0022312,nino_missing,NINO absent,blocking
H0022321,nino_missing,NINO absent,blocking
H0022326,address_incomplete,missing address_line_1,advisory
H0022336,address_incomplete,missing postcode,advisory
H0022345,nino_missing,NINO absent,blocking
H0022364,nino_missing,NINO absent,blocking
H0022365,nino_malformed,NINO fails structure: suffix_blank,blocking
H0022370,nino_missing,NINO absent,blocking
H0022380,nino_missing,NINO absent,blocking
H0022384,nino_missing,NINO absent,blocking
H0022400,nino_malformed,NINO fails structure: bad_format,blocking
H0022413,nino_missing,NINO absent,blocking
H0022426,address_incomplete,missing postcode,advisory
H0022435,address_incomplete,missing address_line_1,advisory
H0022437,nino_missing,NINO absent,blocking
H0022438,dob_missing,date_of_birth='',advisory
H0022449,address_incomplete,missing address_line_1,advisory
H0022455,nino_malformed,NINO fails structure: bad_format,blocking
H0022494,nino_missing,NINO absent,blocking
H0022503,address_incomplete,missing address_line_1,advisory
H0022509,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0022517,dob_missing,date_of_birth='',advisory
H0022528,address_incomplete,missing address_line_1,advisory
H0022532,nino_missing,NINO absent,blocking
H0022547,nino_malformed,NINO fails structure: bad_format,blocking
H0022557,nino_missing,NINO absent,blocking
H0022564,nino_missing,NINO absent,blocking
H0022572,nino_malformed,NINO fails structure: bad_suffix,blocking
H0022582,dob_missing,date_of_birth='',advisory
H0022595,nino_malformed,NINO fails structure: suffix_blank,blocking
H0022605,nino_missing,NINO absent,blocking
H0022648,dob_missing,date_of_birth='',advisory
H0022662,nino_missing,NINO absent,blocking
H0022692,address_incomplete,missing address_line_1,advisory
H0022707,dob_missing,date_of_birth='',advisory
H0022710,dob_missing,date_of_birth='',advisory
H0022712,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0022719,address_incomplete,missing address_line_1,advisory
H0022740,address_incomplete,missing postcode,advisory
H0022760,dob_missing,date_of_birth='',advisory
H0022762,nino_malformed,NINO fails structure: bad_format,blocking
H0022765,nino_missing,NINO absent,blocking
H0022773,address_incomplete,missing address_line_1,advisory
H0022784,nino_malformed,NINO fails structure: suffix_blank,blocking
H0022813,nino_missing,NINO absent,blocking
H0022816,nino_malformed,NINO fails structure: suffix_blank,blocking
H0022840,nino_malformed,NINO fails structure: bad_suffix,blocking
H0022845,address_incomplete,missing postcode,advisory
H0022862,dob_missing,date_of_birth='',advisory
H0022868,address_incomplete,missing address_line_1,advisory
H0022879,nino_missing,NINO absent,blocking
H0022899,nino_malformed,NINO fails structure: bad_suffix,blocking
H0022910,dob_missing,date_of_birth='',advisory
H0022916,nino_missing,NINO absent,blocking
H0022963,nino_malformed,NINO fails structure: suffix_blank,blocking
H0022969,address_incomplete,missing address_line_1,advisory
H0022976,dob_missing,date_of_birth='',advisory
H0022989,address_incomplete,missing postcode,advisory
H0023014,nino_missing,NINO absent,blocking
H0023017,nino_missing,NINO absent,blocking
H0023025,nino_malformed,NINO fails structure: suffix_blank,blocking
H0023033,address_incomplete,missing postcode,advisory
H0023037,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0023058,nino_malformed,NINO fails structure: bad_format,blocking
H0023066,nino_missing,NINO absent,blocking
H0023071,nino_missing,NINO absent,blocking
H0023104,address_incomplete,missing postcode,advisory
H0023111,nino_missing,NINO absent,blocking
H0023112,dob_missing,date_of_birth='',advisory
H0023120,address_incomplete,missing postcode,advisory
H0023123,address_incomplete,missing address_line_1,advisory
H0023125,nino_malformed,NINO fails structure: bad_suffix,blocking
H0023134,dob_missing,date_of_birth='',advisory
H0023151,nino_missing,NINO absent,blocking
H0023152,address_incomplete,missing address_line_1,advisory
H0023188,nino_missing,NINO absent,blocking
H0023207,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0023208,dob_missing,date_of_birth='',advisory
H0023217,address_incomplete,missing postcode,advisory
H0023241,nino_missing,NINO absent,blocking
H0023243,address_incomplete,missing postcode,advisory
H0023246,nino_malformed,NINO fails structure: bad_suffix,blocking
H0023266,nino_missing,NINO absent,blocking
H0023275,nino_missing,NINO absent,blocking
H0023280,nino_missing,NINO absent,blocking
H0023283,dob_missing,date_of_birth='',advisory
H0023291,nino_missing,NINO absent,blocking
H0023298,dob_missing,date_of_birth='',advisory
H0023303,nino_missing,NINO absent,blocking
H0023312,address_incomplete,missing postcode,advisory
H0023319,address_incomplete,missing address_line_1,advisory
H0023327,dob_missing,date_of_birth='',advisory
H0023330,dob_missing,date_of_birth='',advisory
H0023343,nino_malformed,NINO fails structure: bad_format,blocking
H0023353,address_incomplete,missing postcode,advisory
H0023354,nino_missing,NINO absent,blocking
H0023368,nino_malformed,NINO fails structure: suffix_blank,blocking
H0023378,nino_missing,NINO absent,blocking
H0023402,nino_missing,NINO absent,blocking
H0023405,nino_missing,NINO absent,blocking
H0023408,dob_missing,date_of_birth='',advisory
H0023413,nino_malformed,NINO fails structure: bad_format,blocking
H0023436,nino_missing,NINO absent,blocking
H0023445,nino_malformed,NINO fails structure: bad_format,blocking
H0023452,address_incomplete,missing address_line_1,advisory
H0023482,dob_missing,date_of_birth='',advisory
H0023486,nino_missing,NINO absent,blocking
H0023500,nino_missing,NINO absent,blocking
H0023502,nino_missing,NINO absent,blocking
H0023504,address_incomplete,missing postcode,advisory
H0023506,nino_missing,NINO absent,blocking
H0023518,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0023620,dob_missing,date_of_birth='',advisory
H0023647,nino_malformed,NINO fails structure: bad_format,blocking
H0023688,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0023704,address_incomplete,missing address_line_1,advisory
H0023707,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0023724,dob_missing,date_of_birth='',advisory
H0023727,address_incomplete,missing address_line_1,advisory
H0023729,nino_missing,NINO absent,blocking
H0023748,nino_missing,NINO absent,blocking
H0023758,nino_missing,NINO absent,blocking
H0023761,address_incomplete,missing address_line_1,advisory
H0023763,nino_malformed,NINO fails structure: bad_suffix,blocking
H0023775,nino_malformed,NINO fails structure: bad_format,blocking
H0023789,nino_malformed,NINO fails structure: suffix_blank,blocking
H0023808,nino_missing,NINO absent,blocking
H0023815,nino_missing,NINO absent,blocking
H0023816,nino_malformed,NINO fails structure: bad_suffix,blocking
H0023823,nino_malformed,NINO fails structure: bad_format,blocking
H0023827,nino_malformed,NINO fails structure: bad_format,blocking
H0023843,nino_missing,NINO absent,blocking
H0023845,nino_malformed,NINO fails structure: bad_format,blocking
H0023851,nino_missing,NINO absent,blocking
H0023851,address_incomplete,missing address_line_1,advisory
H0023857,dob_missing,date_of_birth='',advisory
H0023858,nino_missing,NINO absent,blocking
H0023911,dob_missing,date_of_birth='',advisory
H0023931,nino_missing,NINO absent,blocking
H0023938,nino_malformed,NINO fails structure: bad_suffix,blocking
H0023959,nino_missing,NINO absent,blocking
H0023965,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0024009,nino_missing,NINO absent,blocking
H0024010,nino_missing,NINO absent,blocking
H0024054,nino_missing,NINO absent,blocking
H0024062,nino_missing,NINO absent,blocking
H0024064,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0024073,address_incomplete,missing address_line_1,advisory
H0024091,nino_missing,NINO absent,blocking
H0024101,address_incomplete,missing postcode,advisory
H0024105,address_incomplete,missing address_line_1,advisory
H0024115,address_incomplete,missing address_line_1,advisory
H0024117,nino_missing,NINO absent,blocking
H0024133,address_incomplete,missing postcode,advisory
H0024158,nino_malformed,NINO fails structure: suffix_blank,blocking
H0024166,address_incomplete,missing postcode,advisory
H0024176,nino_missing,NINO absent,blocking
H0024182,nino_missing,NINO absent,blocking
H0024189,address_incomplete,missing address_line_1,advisory
H0024202,nino_missing,NINO absent,blocking
H0024225,nino_missing,NINO absent,blocking
H0024233,address_incomplete,missing postcode,advisory
H0024247,nino_missing,NINO absent,blocking
H0024271,dob_missing,date_of_birth='',advisory
H0024282,nino_malformed,NINO fails structure: bad_format,blocking
H0024290,nino_missing,NINO absent,blocking
H0024297,nino_malformed,NINO fails structure: bad_format,blocking
H0024303,dob_missing,date_of_birth='',advisory
H0024307,nino_missing,NINO absent,blocking
H0024332,address_incomplete,missing postcode,advisory
H0024357,nino_missing,NINO absent,blocking
H0024377,nino_malformed,NINO fails structure: bad_format,blocking
H0024382,address_incomplete,missing postcode,advisory
H0024392,nino_missing,NINO absent,blocking
H0024395,nino_malformed,NINO fails structure: bad_suffix,blocking
H0024400,nino_missing,NINO absent,blocking
H0024425,nino_missing,NINO absent,blocking
H0024434,dob_missing,date_of_birth='',advisory
H0024450,nino_missing,NINO absent,blocking
H0024457,dob_missing,date_of_birth='',advisory
H0024472,nino_missing,NINO absent,blocking
H0024488,address_incomplete,missing postcode,advisory
H0024495,nino_missing,NINO absent,blocking
H0024502,address_incomplete,missing postcode,advisory
H0024516,nino_missing,NINO absent,blocking
H0024517,address_incomplete,missing postcode,advisory
H0024529,dob_missing,date_of_birth='',advisory
H0024537,address_incomplete,missing address_line_1,advisory
H0024561,address_incomplete,missing address_line_1,advisory
H0024578,nino_missing,NINO absent,blocking
H0024624,nino_malformed,NINO fails structure: bad_format,blocking
H0024657,nino_missing,NINO absent,blocking
H0024663,nino_missing,NINO absent,blocking
H0024671,address_incomplete,missing postcode,advisory
H0024674,address_incomplete,missing postcode,advisory
H0024675,dob_missing,date_of_birth='',advisory
H0024681,nino_missing,NINO absent,blocking
H0024685,nino_missing,NINO absent,blocking
H0024688,address_incomplete,missing postcode,advisory
H0024693,nino_malformed,NINO fails structure: bad_format,blocking
H0024697,nino_malformed,NINO fails structure: bad_format,blocking
H0024706,address_incomplete,missing address_line_1,advisory
H0024712,address_incomplete,missing postcode,advisory
H0024718,address_incomplete,missing postcode,advisory
H0024743,nino_missing,NINO absent,blocking
H0024767,nino_missing,NINO absent,blocking
H0024767,address_incomplete,missing postcode,advisory
H0024769,address_incomplete,missing address_line_1,advisory
H0024775,nino_malformed,NINO fails structure: suffix_blank,blocking
H0024775,address_incomplete,missing address_line_1,advisory
H0024779,nino_missing,NINO absent,blocking
H0024779,dob_missing,date_of_birth='',advisory
H0024782,nino_malformed,NINO fails structure: bad_format,blocking
H0024789,nino_malformed,NINO fails structure: bad_suffix,blocking
H0024789,address_incomplete,missing address_line_1,advisory
H0024799,nino_missing,NINO absent,blocking
H0024819,address_incomplete,missing postcode,advisory
H0024827,nino_malformed,NINO fails structure: suffix_blank,blocking
H0024834,dob_missing,date_of_birth='',advisory
H0024843,nino_malformed,NINO fails structure: bad_format,blocking
H0024881,nino_missing,NINO absent,blocking
H0024886,address_incomplete,missing postcode,advisory
H0024888,nino_missing,NINO absent,blocking
H0024916,nino_missing,NINO absent,blocking
H0024938,dob_missing,date_of_birth='',advisory
H0024942,dob_missing,date_of_birth='',advisory
H0024948,nino_malformed,NINO fails structure: bad_suffix,blocking
H0024980,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0024980,dob_missing,date_of_birth='',advisory
H0024993,address_incomplete,missing postcode,advisory
H0024996,dob_missing,date_of_birth='',advisory
H0025003,address_incomplete,missing address_line_1,advisory
H0025014,nino_missing,NINO absent,blocking
H0025025,nino_missing,NINO absent,blocking
H0025026,nino_malformed,NINO fails structure: bad_format,blocking
H0025029,nino_missing,NINO absent,blocking
H0025035,nino_missing,NINO absent,blocking
H0025037,address_incomplete,missing postcode,advisory
H0025047,nino_missing,NINO absent,blocking
H0025071,nino_missing,NINO absent,blocking
H0025072,nino_malformed,NINO fails structure: bad_suffix,blocking
H0025079,nino_missing,NINO absent,blocking
H0025082,dob_missing,date_of_birth='',advisory
H0025096,dob_missing,date_of_birth='',advisory
H0025102,nino_missing,NINO absent,blocking
H0025109,nino_missing,NINO absent,blocking
H0025112,nino_missing,NINO absent,blocking
H0025114,address_incomplete,missing address_line_1,advisory
H0025134,address_incomplete,missing postcode,advisory
H0025146,nino_missing,NINO absent,blocking
H0025158,address_incomplete,missing address_line_1,advisory
H0025176,address_incomplete,missing address_line_1,advisory
H0025203,nino_missing,NINO absent,blocking
H0025234,nino_missing,NINO absent,blocking
H0025243,dob_missing,date_of_birth='',advisory
H0025256,nino_malformed,NINO fails structure: suffix_blank,blocking
H0025264,dob_missing,date_of_birth='',advisory
H0025265,address_incomplete,missing postcode,advisory
H0025266,address_incomplete,missing address_line_1,advisory
H0025325,nino_missing,NINO absent,blocking
H0025325,address_incomplete,missing postcode,advisory
H0025340,nino_missing,NINO absent,blocking
H0025393,address_incomplete,missing postcode,advisory
H0025404,nino_missing,NINO absent,blocking
H0025406,dob_missing,date_of_birth='',advisory
H0025414,dob_missing,date_of_birth='',advisory
H0025429,address_incomplete,missing postcode,advisory
H0025448,dob_missing,date_of_birth='',advisory
H0025452,nino_missing,NINO absent,blocking
H0025453,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0025454,nino_missing,NINO absent,blocking
H0025518,nino_missing,NINO absent,blocking
H0025543,nino_malformed,NINO fails structure: bad_format,blocking
H0025561,dob_missing,date_of_birth='',advisory
H0025570,nino_missing,NINO absent,blocking
H0025579,address_incomplete,missing postcode,advisory
H0025598,nino_missing,NINO absent,blocking
H0025602,nino_missing,NINO absent,blocking
H0025607,address_incomplete,missing address_line_1,advisory
H0025619,dob_missing,date_of_birth='',advisory
H0025646,nino_missing,NINO absent,blocking
H0025654,dob_missing,date_of_birth='',advisory
H0025656,nino_malformed,NINO fails structure: bad_format,blocking
H0025656,address_incomplete,missing postcode,advisory
H0025657,nino_missing,NINO absent,blocking
H0025663,nino_malformed,NINO fails structure: bad_format,blocking
H0025664,nino_malformed,NINO fails structure: bad_format,blocking
H0025668,nino_missing,NINO absent,blocking
H0025731,address_incomplete,missing postcode,advisory
H0025739,nino_missing,NINO absent,blocking
H0025763,nino_missing,NINO absent,blocking
H0025766,nino_missing,NINO absent,blocking
H0025793,nino_malformed,NINO fails structure: bad_format,blocking
H0025793,address_incomplete,missing address_line_1,advisory
H0025795,dob_missing,date_of_birth='',advisory
H0025796,nino_missing,NINO absent,blocking
H0025802,nino_malformed,NINO fails structure: bad_format,blocking
H0025808,nino_missing,NINO absent,blocking
H0025816,nino_missing,NINO absent,blocking
H0025820,dob_missing,date_of_birth='',advisory
H0025827,nino_missing,NINO absent,blocking
H0025839,nino_malformed,NINO fails structure: bad_format,blocking
H0025864,nino_missing,NINO absent,blocking
H0025865,dob_missing,date_of_birth='',advisory
H0025872,nino_missing,NINO absent,blocking
H0025885,dob_missing,date_of_birth='',advisory
H0025887,address_incomplete,missing postcode,advisory
H0025892,nino_missing,NINO absent,blocking
H0025893,address_incomplete,missing address_line_1,advisory
H0025895,dob_missing,date_of_birth='',advisory
H0025901,nino_missing,NINO absent,blocking
H0025911,address_incomplete,missing postcode,advisory
H0025917,dob_missing,date_of_birth='',advisory
H0025923,address_incomplete,missing address_line_1,advisory
H0025951,nino_missing,NINO absent,blocking
H0025981,address_incomplete,missing address_line_1,advisory
H0025987,nino_missing,NINO absent,blocking
H0026006,dob_missing,date_of_birth='',advisory
H0026029,nino_missing,NINO absent,blocking
H0026043,dob_missing,date_of_birth='',advisory
H0026054,nino_malformed,NINO fails structure: bad_format,blocking
H0026057,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0026061,nino_malformed,NINO fails structure: bad_format,blocking
H0026063,nino_malformed,NINO fails structure: suffix_blank,blocking
H0026091,address_incomplete,missing address_line_1,advisory
H0026096,nino_missing,NINO absent,blocking
H0026106,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0026107,address_incomplete,missing address_line_1,advisory
H0026119,dob_missing,date_of_birth='',advisory
H0026124,nino_malformed,NINO fails structure: bad_format,blocking
H0026132,nino_malformed,NINO fails structure: bad_format,blocking
H0026141,nino_missing,NINO absent,blocking
H0026169,nino_missing,NINO absent,blocking
H0026171,address_incomplete,missing postcode,advisory
H0026172,nino_missing,NINO absent,blocking
H0026174,address_incomplete,missing postcode,advisory
H0026211,nino_missing,NINO absent,blocking
H0026216,address_incomplete,missing postcode,advisory
H0026223,nino_malformed,NINO fails structure: bad_format,blocking
H0026229,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0026237,nino_malformed,NINO fails structure: bad_format,blocking
H0026252,address_incomplete,missing address_line_1,advisory
H0026276,nino_missing,NINO absent,blocking
H0026290,nino_missing,NINO absent,blocking
H0026310,dob_missing,date_of_birth='',advisory
H0026334,dob_missing,date_of_birth='',advisory
H0026338,nino_missing,NINO absent,blocking
H0026340,nino_missing,NINO absent,blocking
H0026341,dob_missing,date_of_birth='',advisory
H0026372,nino_malformed,NINO fails structure: bad_format,blocking
H0026380,address_incomplete,missing address_line_1,advisory
H0026386,nino_missing,NINO absent,blocking
H0026387,nino_malformed,NINO fails structure: suffix_blank,blocking
H0026390,nino_missing,NINO absent,blocking
H0026411,nino_missing,NINO absent,blocking
H0026411,address_incomplete,missing postcode,advisory
H0026416,nino_missing,NINO absent,blocking
H0026422,nino_malformed,NINO fails structure: bad_format,blocking
H0026422,address_incomplete,missing postcode,advisory
H0026436,nino_missing,NINO absent,blocking
H0026442,nino_missing,NINO absent,blocking
H0026444,nino_malformed,NINO fails structure: bad_format,blocking
H0026456,address_incomplete,missing postcode,advisory
H0026472,nino_missing,NINO absent,blocking
H0026488,nino_malformed,NINO fails structure: bad_format,blocking
H0026512,nino_missing,NINO absent,blocking
H0026519,nino_missing,NINO absent,blocking
H0026554,nino_missing,NINO absent,blocking
H0026603,nino_missing,NINO absent,blocking
H0026607,dob_missing,date_of_birth='',advisory
H0026612,address_incomplete,missing address_line_1,advisory
H0026639,address_incomplete,missing address_line_1,advisory
H0026644,address_incomplete,missing postcode,advisory
H0026672,address_incomplete,missing address_line_1,advisory
H0026698,nino_missing,NINO absent,blocking
H0026700,nino_missing,NINO absent,blocking
H0026702,dob_missing,date_of_birth='',advisory
H0026717,address_incomplete,missing address_line_1,advisory
H0026718,nino_malformed,NINO fails structure: bad_suffix,blocking
H0026728,nino_missing,NINO absent,blocking
H0026730,nino_missing,NINO absent,blocking
H0026743,address_incomplete,missing postcode,advisory
H0026744,nino_missing,NINO absent,blocking
H0026752,nino_malformed,NINO fails structure: bad_format,blocking
H0026756,address_incomplete,missing address_line_1,advisory
H0026768,nino_missing,NINO absent,blocking
H0026773,nino_malformed,NINO fails structure: suffix_blank,blocking
H0026796,nino_malformed,NINO fails structure: bad_format,blocking
H0026810,address_incomplete,missing address_line_1,advisory
H0026820,address_incomplete,missing address_line_1,advisory
H0026839,nino_malformed,NINO fails structure: suffix_blank,blocking
H0026868,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0026874,nino_malformed,NINO fails structure: suffix_blank,blocking
H0026875,address_incomplete,missing postcode,advisory
H0026880,nino_missing,NINO absent,blocking
H0026882,address_incomplete,missing postcode,advisory
H0026888,dob_missing,date_of_birth='',advisory
H0026911,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0026912,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0026921,address_incomplete,missing postcode,advisory
H0026925,address_incomplete,missing address_line_1,advisory
H0026931,nino_missing,NINO absent,blocking
H0026936,nino_missing,NINO absent,blocking
H0026938,nino_missing,NINO absent,blocking
H0026952,dob_missing,date_of_birth='',advisory
H0027010,nino_missing,NINO absent,blocking
H0027027,address_incomplete,missing postcode,advisory
H0027029,dob_missing,date_of_birth='',advisory
H0027086,address_incomplete,missing postcode,advisory
